<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
SBER;D;20191023;000000;239.5700000
SBER;D;20191024;000000;242.7800000
SBER;D;20191025;000000;240.0000000
SBER;D;20191028;000000;237.0300000
SBER;D;20191029;000000;240.1100000
SBER;D;20191030;000000;239.5100000
SBER;D;20191031;000000;234.8900000
SBER;D;20191101;000000;236.4000000
SBER;D;20191105;000000;238.5300000
SBER;D;20191106;000000;239.0200000
SBER;D;20191107;000000;242.5000000
SBER;D;20191108;000000;240.1700000
SBER;D;20191111;000000;241.5000000
SBER;D;20191112;000000;239.8700000
SBER;D;20191113;000000;237.2100000
SBER;D;20191114;000000;237.5000000
SBER;D;20191115;000000;240.0000000
SBER;D;20191118;000000;237.4500000
SBER;D;20191119;000000;239.2500000
SBER;D;20191120;000000;237.7800000
SBER;D;20191121;000000;237.1500000
SBER;D;20191122;000000;238.1300000
SBER;D;20191125;000000;237.9800000
SBER;D;20191126;000000;235.0000000
SBER;D;20191127;000000;234.2200000
SBER;D;20191128;000000;235.2000000
SBER;D;20191129;000000;233.9800000
SBER;D;20191202;000000;233.7700000
SBER;D;20191203;000000;230.6600000
SBER;D;20191204;000000;231.5900000
SBER;D;20191205;000000;231.7100000
SBER;D;20191206;000000;235.1400000
SBER;D;20191209;000000;237.0400000
SBER;D;20191210;000000;237.9100000
SBER;D;20191211;000000;240.3200000
SBER;D;20191212;000000;241.0500000
SBER;D;20191213;000000;241.2100000
SBER;D;20191216;000000;241.4500000
SBER;D;20191217;000000;241.6000000
SBER;D;20191218;000000;246.2000000
SBER;D;20191219;000000;244.0000000
SBER;D;20191220;000000;244.7100000
SBER;D;20191223;000000;248.8000000
SBER;D;20191224;000000;248.6700000
SBER;D;20191225;000000;248.0400000
SBER;D;20191226;000000;248.2400000
SBER;D;20191227;000000;252.0600000
SBER;D;20191230;000000;254.7500000
SBER;D;20200103;000000;255.0000000
SBER;D;20200106;000000;253.9000000
SBER;D;20200108;000000;259.1500000
SBER;D;20200109;000000;257.9900000
SBER;D;20200110;000000;258.1900000
SBER;D;20200113;000000;262.4000000
SBER;D;20200114;000000;259.0500000
SBER;D;20200115;000000;256.3100000
SBER;D;20200116;000000;257.5100000
SBER;D;20200117;000000;262.5000000
SBER;D;20200120;000000;266.2800000
SBER;D;20200121;000000;268.0600000
SBER;D;20200122;000000;266.5400000
SBER;D;20200123;000000;263.7300000
SBER;D;20200124;000000;265.4900000
SBER;D;20200127;000000;255.3200000
SBER;D;20200128;000000;257.7000000
SBER;D;20200129;000000;259.9400000
SBER;D;20200130;000000;257.3100000
SBER;D;20200131;000000;252.2000000
SBER;D;20200203;000000;253.9900000
SBER;D;20200204;000000;255.4000000
SBER;D;20200205;000000;255.2000000
SBER;D;20200206;000000;252.1100000
SBER;D;20200207;000000;254.3000000
SBER;D;20200210;000000;252.2600000
SBER;D;20200211;000000;254.5000000
SBER;D;20200212;000000;254.5000000
SBER;D;20200213;000000;253.8900000
SBER;D;20200214;000000;251.7500000
SBER;D;20200217;000000;251.3600000
SBER;D;20200218;000000;249.2000000
SBER;D;20200219;000000;249.7000000
SBER;D;20200220;000000;250.1500000
SBER;D;20200221;000000;250.8000000
SBER;D;20200225;000000;245.1900000
SBER;D;20200226;000000;250.8000000
SBER;D;20200227;000000;242.8800000
SBER;D;20200228;000000;233.3600000
SBER;D;20200302;000000;228.1700000
SBER;D;20200303;000000;236.6300000
SBER;D;20200304;000000;235.2700000
SBER;D;20200305;000000;232.3300000
SBER;D;20200306;000000;219.9900000
SBER;D;20200310;000000;201.2000000
SBER;D;20200311;000000;194.5300000
SBER;D;20200312;000000;175.9100000
SBER;D;20200313;000000;198.6000000
SBER;D;20200316;000000;195.8500000
SBER;D;20200317;000000;184.0100000
SBER;D;20200318;000000;174.2700000
SBER;D;20200319;000000;189.5100000
SBER;D;20200320;000000;195.6900000
SBER;D;20200323;000000;183.3700000
SBER;D;20200324;000000;192.6400000
SBER;D;20200325;000000;188.0800000
SBER;D;20200326;000000;188.0700000
SBER;D;20200327;000000;180.3800000
SBER;D;20200330;000000;183.0000000
SBER;D;20200331;000000;187.2100000
SBER;D;20200401;000000;184.7800000
SBER;D;20200402;000000;186.9500000
SBER;D;20200403;000000;185.6400000
SBER;D;20200406;000000;190.7000000
SBER;D;20200407;000000;197.6300000
SBER;D;20200408;000000;200.2900000
SBER;D;20200409;000000;203.6100000
SBER;D;20200410;000000;201.9900000
SBER;D;20200413;000000;198.2600000
SBER;D;20200414;000000;197.3700000
SBER;D;20200415;000000;186.0700000
SBER;D;20200416;000000;188.5000000
SBER;D;20200417;000000;191.8000000
SBER;D;20200420;000000;189.3200000
SBER;D;20200421;000000;186.0500000
SBER;D;20200422;000000;190.2000000
SBER;D;20200423;000000;190.9400000
SBER;D;20200424;000000;188.9100000
SBER;D;20200427;000000;188.9000000
SBER;D;20200428;000000;192.8000000
SBER;D;20200429;000000;195.8000000
SBER;D;20200430;000000;197.2500000
SBER;D;20200504;000000;193.6900000
SBER;D;20200505;000000;194.7500000
SBER;D;20200506;000000;195.7000000
SBER;D;20200507;000000;195.5100000
SBER;D;20200508;000000;196.0200000
SBER;D;20200512;000000;191.4000000
SBER;D;20200513;000000;187.3100000
SBER;D;20200514;000000;183.8100000
SBER;D;20200515;000000;183.8500000
SBER;D;20200518;000000;188.9300000
SBER;D;20200519;000000;189.0000000
SBER;D;20200520;000000;193.9800000
SBER;D;20200521;000000;192.4000000
SBER;D;20200522;000000;188.9000000
SBER;D;20200525;000000;191.0000000
SBER;D;20200526;000000;194.0000000
SBER;D;20200527;000000;198.5100000
SBER;D;20200528;000000;205.0000000
SBER;D;20200529;000000;200.5000000
SBER;D;20200601;000000;203.6600000
SBER;D;20200602;000000;212.0000000
SBER;D;20200603;000000;221.5000000
SBER;D;20200604;000000;213.1000000
SBER;D;20200605;000000;219.1000000
SBER;D;20200608;000000;220.3000000
SBER;D;20200609;000000;217.2300000
SBER;D;20200610;000000;212.5300000
SBER;D;20200611;000000;208.3500000
SBER;D;20200615;000000;207.3200000
SBER;D;20200616;000000;207.7600000
SBER;D;20200617;000000;208.1400000
SBER;D;20200618;000000;203.7700000
SBER;D;20200619;000000;207.0000000
SBER;D;20200622;000000;206.4000000
SBER;D;20200623;000000;207.3000000
SBER;D;20200625;000000;206.9200000
SBER;D;20200626;000000;203.1500000
SBER;D;20200629;000000;205.8000000
SBER;D;20200630;000000;203.2200000
SBER;D;20200702;000000;209.6000000
SBER;D;20200703;000000;210.9500000
SBER;D;20200706;000000;214.6100000
SBER;D;20200707;000000;210.5300000
SBER;D;20200708;000000;210.9700000
SBER;D;20200709;000000;209.1100000
SBER;D;20200710;000000;212.2800000
SBER;D;20200713;000000;208.3900000
SBER;D;20200714;000000;209.5000000
SBER;D;20200715;000000;211.0900000
SBER;D;20200716;000000;211.3500000
SBER;D;20200717;000000;210.8100000
SBER;D;20200720;000000;213.8900000
SBER;D;20200721;000000;215.7300000
SBER;D;20200722;000000;216.7100000
SBER;D;20200723;000000;215.4100000
SBER;D;20200724;000000;215.9700000
SBER;D;20200727;000000;216.9000000
SBER;D;20200728;000000;215.5300000
SBER;D;20200729;000000;219.1800000
SBER;D;20200730;000000;218.1500000
SBER;D;20200731;000000;221.5700000
SBER;D;20200803;000000;226.7200000
SBER;D;20200804;000000;227.1600000
SBER;D;20200805;000000;226.4000000
SBER;D;20200806;000000;226.0000000
SBER;D;20200807;000000;227.2800000
SBER;D;20200810;000000;225.9900000
SBER;D;20200811;000000;232.6500000
SBER;D;20200812;000000;242.4000000
SBER;D;20200813;000000;241.3900000
SBER;D;20200814;000000;239.9900000
SBER;D;20200817;000000;237.8000000
SBER;D;20200818;000000;236.3000000
SBER;D;20200819;000000;239.4000000
SBER;D;20200820;000000;232.4800000
SBER;D;20200821;000000;231.2200000
SBER;D;20200824;000000;231.8100000
SBER;D;20200825;000000;228.0800000
SBER;D;20200826;000000;227.8000000
SBER;D;20200827;000000;226.2300000
SBER;D;20200828;000000;226.3000000
SBER;D;20200831;000000;226.1000000
SBER;D;20200901;000000;227.6400000
SBER;D;20200902;000000;222.5700000
SBER;D;20200903;000000;218.3200000
SBER;D;20200904;000000;222.2100000
SBER;D;20200907;000000;221.3200000
SBER;D;20200908;000000;217.6800000
SBER;D;20200909;000000;218.0000000
SBER;D;20200910;000000;220.6000000
SBER;D;20200911;000000;221.0700000
SBER;D;20200914;000000;227.3700000
SBER;D;20200915;000000;231.5000000
SBER;D;20200916;000000;231.0600000
SBER;D;20200917;000000;231.4600000
SBER;D;20200918;000000;230.3000000
SBER;D;20200921;000000;226.2500000
SBER;D;20200922;000000;229.8800000
SBER;D;20200923;000000;228.5000000
SBER;D;20200924;000000;228.1700000
SBER;D;20200925;000000;228.2400000
SBER;D;20200928;000000;228.6300000
SBER;D;20200929;000000;225.4800000
SBER;D;20200930;000000;229.1400000
SBER;D;20201001;000000;227.2300000
SBER;D;20201002;000000;208.8000000
SBER;D;20201005;000000;208.8900000
SBER;D;20201006;000000;211.1800000
SBER;D;20201007;000000;210.6000000
SBER;D;20201008;000000;207.9700000
SBER;D;20201009;000000;205.3800000
SBER;D;20201012;000000;206.1800000
SBER;D;20201013;000000;205.0300000
SBER;D;20201014;000000;207.8300000
SBER;D;20201015;000000;203.8500000
SBER;D;20201016;000000;201.1700000
SBER;D;20201019;000000;202.7800000
SBER;D;20201020;000000;209.5400000
SBER;D;20201021;000000;210.3300000
SBER;D;20201022;000000;210.2100000
SBER;D;20201023;000000;214.5000000
SBER;D;20201026;000000;211.1000000
SBER;D;20201027;000000;207.6400000
SBER;D;20201028;000000;204.7300000
SBER;D;20201029;000000;205.5800000
SBER;D;20201030;000000;200.9900000
SBER;D;20201102;000000;204.5000000
SBER;D;20201103;000000;209.2000000
SBER;D;20201105;000000;216.7000000
SBER;D;20201106;000000;217.5000000
SBER;D;20201109;000000;228.0500000
SBER;D;20201110;000000;236.1000000
SBER;D;20201111;000000;244.2000000
SBER;D;20201112;000000;242.0800000
SBER;D;20201113;000000;242.9900000
SBER;D;20201116;000000;247.9900000
SBER;D;20201117;000000;245.7000000
SBER;D;20201118;000000;242.7100000
SBER;D;20201119;000000;240.2700000
SBER;D;20201120;000000;239.4200000
SBER;D;20201123;000000;239.7000000
SBER;D;20201124;000000;247.3300000
SBER;D;20201125;000000;251.9100000
SBER;D;20201126;000000;250.1000000
SBER;D;20201127;000000;251.5900000
SBER;D;20201130;000000;249.6300000
SBER;D;20201201;000000;260.8100000
SBER;D;20201202;000000;264.0600000
SBER;D;20201203;000000;263.1400000
SBER;D;20201204;000000;270.0000000
SBER;D;20201207;000000;274.3600000
SBER;D;20201208;000000;275.4900000
SBER;D;20201209;000000;276.8900000
SBER;D;20201210;000000;282.2000000
SBER;D;20201211;000000;283.7300000
SBER;D;20201214;000000;279.9500000
SBER;D;20201215;000000;278.7000000
SBER;D;20201216;000000;278.3500000
SBER;D;20201217;000000;278.5000000
SBER;D;20201218;000000;270.1600000
SBER;D;20201221;000000;261.7900000
SBER;D;20201222;000000;262.0400000
SBER;D;20201223;000000;270.1000000
SBER;D;20201224;000000;269.3200000
SBER;D;20201225;000000;270.6400000
SBER;D;20201228;000000;274.7000000
SBER;D;20201229;000000;272.0000000
SBER;D;20201230;000000;271.6500000
SBER;D;20210104;000000;272.0000000
SBER;D;20210105;000000;275.2000000
SBER;D;20210106;000000;272.9300000
SBER;D;20210108;000000;283.6400000
SBER;D;20210111;000000;289.4900000
SBER;D;20210112;000000;289.9900000
SBER;D;20210113;000000;283.7800000
SBER;D;20210114;000000;284.7900000
SBER;D;20210115;000000;276.9000000
SBER;D;20210118;000000;279.7900000
SBER;D;20210119;000000;278.1900000
SBER;D;20210120;000000;279.8000000
SBER;D;20210121;000000;274.4000000
SBER;D;20210122;000000;268.2500000
SBER;D;20210125;000000;265.3000000
SBER;D;20210126;000000;269.3400000
SBER;D;20210127;000000;265.5000000
SBER;D;20210128;000000;265.9600000
SBER;D;20210129;000000;258.1100000
SBER;D;20210201;000000;263.8000000
SBER;D;20210202;000000;263.1500000
SBER;D;20210203;000000;263.5300000
SBER;D;20210204;000000;270.1100000
SBER;D;20210205;000000;271.7000000
SBER;D;20210208;000000;275.2000000
SBER;D;20210209;000000;268.9800000
SBER;D;20210210;000000;265.9000000
SBER;D;20210211;000000;264.7000000
SBER;D;20210212;000000;266.0000000
SBER;D;20210215;000000;271.8100000
SBER;D;20210216;000000;270.9000000
SBER;D;20210217;000000;270.9000000
SBER;D;20210218;000000;266.9900000
SBER;D;20210219;000000;271.3400000
SBER;D;20210220;000000;270.5100000
SBER;D;20210222;000000;273.7100000
SBER;D;20210224;000000;271.9000000
SBER;D;20210225;000000;270.7100000
SBER;D;20210226;000000;270.1700000
SBER;D;20210301;000000;273.5800000
SBER;D;20210302;000000;279.1000000
SBER;D;20210303;000000;278.0100000
SBER;D;20210304;000000;274.7500000
SBER;D;20210305;000000;277.5000000
SBER;D;20210309;000000;285.7900000
SBER;D;20210310;000000;282.2400000
SBER;D;20210311;000000;286.0000000
SBER;D;20210312;000000;284.9300000
SBER;D;20210315;000000;292.7400000
SBER;D;20210316;000000;292.3300000
SBER;D;20210317;000000;283.3500000
SBER;D;20210318;000000;279.2500000
SBER;D;20210319;000000;285.4700000
SBER;D;20210322;000000;288.6500000
SBER;D;20210323;000000;282.6000000
SBER;D;20210324;000000;285.7900000
SBER;D;20210325;000000;286.6600000
SBER;D;20210326;000000;291.2200000
SBER;D;20210329;000000;293.3000000
SBER;D;20210330;000000;293.2500000
SBER;D;20210331;000000;291.0200000
SBER;D;20210401;000000;290.2400000
SBER;D;20210402;000000;291.7000000
SBER;D;20210405;000000;288.7800000
SBER;D;20210406;000000;281.5000000
SBER;D;20210407;000000;283.9800000
SBER;D;20210408;000000;283.8900000
SBER;D;20210409;000000;281.0700000
SBER;D;20210412;000000;281.7500000
SBER;D;20210413;000000;287.9500000
SBER;D;20210414;000000;287.1800000
SBER;D;20210415;000000;283.7200000
SBER;D;20210416;000000;288.5000000
SBER;D;20210419;000000;287.7200000
SBER;D;20210420;000000;287.4200000
SBER;D;20210421;000000;289.2500000
SBER;D;20210422;000000;292.1800000
SBER;D;20210423;000000;293.1900000
SBER;D;20210426;000000;295.2700000
SBER;D;20210427;000000;298.5000000
SBER;D;20210428;000000;298.4900000
SBER;D;20210429;000000;297.1000000
SBER;D;20210430;000000;297.7300000
SBER;D;20210504;000000;303.7000000
SBER;D;20210505;000000;305.9900000
SBER;D;20210506;000000;314.7200000
SBER;D;20210507;000000;317.9400000
SBER;D;20210510;000000;320.1900000
SBER;D;20210511;000000;307.1600000
SBER;D;20210512;000000;302.0200000
SBER;D;20210513;000000;306.7400000
SBER;D;20210514;000000;304.1000000
SBER;D;20210517;000000;303.9400000
SBER;D;20210518;000000;305.7800000
SBER;D;20210519;000000;297.0000000
SBER;D;20210520;000000;296.7200000
SBER;D;20210521;000000;301.2300000
SBER;D;20210524;000000;300.7000000
SBER;D;20210525;000000;306.8000000
SBER;D;20210526;000000;307.0100000
SBER;D;20210527;000000;312.7200000
SBER;D;20210528;000000;309.5600000
SBER;D;20210531;000000;310.7900000
SBER;D;20210601;000000;311.6000000
SBER;D;20210602;000000;313.9800000
SBER;D;20210603;000000;312.4100000
SBER;D;20210604;000000;310.9400000
SBER;D;20210607;000000;315.5300000
SBER;D;20210608;000000;314.8300000
SBER;D;20210609;000000;314.7800000
SBER;D;20210610;000000;314.6200000
SBER;D;20210611;000000;313.0000000
SBER;D;20210614;000000;314.1200000
SBER;D;20210615;000000;312.5100000
SBER;D;20210616;000000;311.6100000
SBER;D;20210617;000000;313.9000000
SBER;D;20210618;000000;309.3000000
SBER;D;20210621;000000;310.4000000
SBER;D;20210622;000000;309.7300000
SBER;D;20210623;000000;309.7900000
SBER;D;20210624;000000;310.0000000
SBER;D;20210625;000000;311.8100000
SBER;D;20210628;000000;309.4800000
SBER;D;20210629;000000;306.1000000
SBER;D;20210630;000000;306.4500000
SBER;D;20210701;000000;305.7800000
SBER;D;20210702;000000;307.3900000
SBER;D;20210705;000000;307.0000000
SBER;D;20210706;000000;303.3400000
SBER;D;20210707;000000;304.0600000
SBER;D;20210708;000000;302.6300000
SBER;D;20210709;000000;303.5600000
SBER;D;20210712;000000;306.2300000
SBER;D;20210713;000000;303.0000000
SBER;D;20210714;000000;301.5000000
SBER;D;20210715;000000;301.7200000
SBER;D;20210716;000000;298.8500000
SBER;D;20210719;000000;291.4600000
SBER;D;20210720;000000;296.1000000
SBER;D;20210721;000000;294.8600000
SBER;D;20210722;000000;297.2700000
SBER;D;20210723;000000;296.3800000
SBER;D;20210726;000000;303.3400000
SBER;D;20210727;000000;299.7100000
SBER;D;20210728;000000;302.9000000
SBER;D;20210729;000000;303.1200000
SBER;D;20210730;000000;305.5900000
SBER;D;20210802;000000;306.5100000
SBER;D;20210803;000000;309.8900000
SBER;D;20210804;000000;311.1000000
SBER;D;20210805;000000;315.8200000
SBER;D;20210806;000000;319.1500000
SBER;D;20210809;000000;326.9100000
SBER;D;20210810;000000;330.1100000
SBER;D;20210811;000000;329.9000000
SBER;D;20210812;000000;328.5700000
SBER;D;20210813;000000;328.6800000
SBER;D;20210816;000000;329.3600000
SBER;D;20210817;000000;334.5000000
SBER;D;20210818;000000;334.9000000
SBER;D;20210819;000000;332.6900000
SBER;D;20210820;000000;325.6700000
SBER;D;20210823;000000;329.2200000
SBER;D;20210824;000000;324.8300000
SBER;D;20210825;000000;324.5700000
SBER;D;20210826;000000;322.5400000
SBER;D;20210827;000000;327.4100000
SBER;D;20210830;000000;328.2800000
SBER;D;20210831;000000;327.9400000
SBER;D;20210901;000000;334.5700000
SBER;D;20210902;000000;329.0000000
SBER;D;20210903;000000;329.7100000
SBER;D;20210906;000000;329.3700000
SBER;D;20210907;000000;325.9600000
SBER;D;20210908;000000;331.7000000
SBER;D;20210909;000000;326.0100000
SBER;D;20210910;000000;326.2500000
SBER;D;20210913;000000;327.4100000
SBER;D;20210914;000000;326.4800000
SBER;D;20210915;000000;333.5100000
SBER;D;20210916;000000;326.9900000
SBER;D;20210917;000000;329.5600000
SBER;D;20210920;000000;326.9200000
SBER;D;20210921;000000;323.2500000
SBER;D;20210922;000000;327.8000000
SBER;D;20210923;000000;327.0200000
SBER;D;20210924;000000;325.4400000
SBER;D;20210927;000000;331.6800000
SBER;D;20210928;000000;329.3000000
SBER;D;20210929;000000;328.4300000
SBER;D;20210930;000000;340.9900000
SBER;D;20211001;000000;338.4800000
SBER;D;20211004;000000;345.8500000
SBER;D;20211005;000000;363.2000000
SBER;D;20211006;000000;364.2800000
SBER;D;20211007;000000;368.9300000
SBER;D;20211008;000000;373.0100000
SBER;D;20211011;000000;387.6000000
SBER;D;20211012;000000;377.7900000
SBER;D;20211013;000000;378.8000000
SBER;D;20211014;000000;376.0900000
SBER;D;20211015;000000;371.8200000
SBER;D;20211018;000000;364.6000000
SBER;D;20211019;000000;373.1800000
SBER;D;20211020;000000;370.1600000
SBER;D;20211021;000000;364.6000000
SBER;D;20211022;000000;364.3700000
SBER;D;20211025;000000;369.9900000
SBER;D;20211026;000000;372.1600000
SBER;D;20211027;000000;371.3600000
SBER;D;20211028;000000;365.3600000
SBER;D;20211029;000000;356.1400000
SBER;D;20211101;000000;370.9600000
SBER;D;20211102;000000;370.7000000
SBER;D;20211103;000000;370.1300000
SBER;D;20211105;000000;360.2100000
SBER;D;20211108;000000;358.3900000
SBER;D;20211109;000000;357.4400000
SBER;D;20211110;000000;348.6500000
SBER;D;20211111;000000;356.2400000
SBER;D;20211112;000000;347.5900000
SBER;D;20211115;000000;344.3900000
SBER;D;20211116;000000;337.9100000
SBER;D;20211117;000000;339.8900000
SBER;D;20211118;000000;336.9300000
SBER;D;20211119;000000;327.5600000
SBER;D;20211122;000000;309.1500000
SBER;D;20211123;000000;326.8400000
SBER;D;20211124;000000;321.2200000
SBER;D;20211125;000000;317.2900000
SBER;D;20211126;000000;304.4200000
SBER;D;20211129;000000;316.5700000
SBER;D;20211130;000000;315.0000000
SBER;D;20211201;000000;324.4000000
SBER;D;20211202;000000;326.8000000
SBER;D;20211203;000000;320.6600000
SBER;D;20211206;000000;307.5000000
SBER;D;20211207;000000;309.7900000
SBER;D;20211208;000000;296.9500000
SBER;D;20211209;000000;300.4000000
SBER;D;20211210;000000;297.4400000
SBER;D;20211213;000000;280.6400000
SBER;D;20211214;000000;284.9000000
SBER;D;20211215;000000;286.6500000
SBER;D;20211216;000000;295.8900000
SBER;D;20211217;000000;294.9000000
SBER;D;20211220;000000;288.4000000
SBER;D;20211221;000000;291.7000000
SBER;D;20211222;000000;294.0000000
SBER;D;20211223;000000;292.8000000
SBER;D;20211224;000000;293.8900000
SBER;D;20211227;000000;295.6800000
SBER;D;20211228;000000;295.0000000
SBER;D;20211229;000000;293.5100000
SBER;D;20211230;000000;293.4900000
SBER;D;20220103;000000;305.4700000
SBER;D;20220104;000000;304.2400000
SBER;D;20220105;000000;287.0100000
SBER;D;20220106;000000;293.9200000
SBER;D;20220110;000000;291.6900000
SBER;D;20220111;000000;291.8800000
SBER;D;20220112;000000;290.4000000
SBER;D;20220113;000000;272.5000000
SBER;D;20220114;000000;261.0000000
SBER;D;20220117;000000;257.7800000
SBER;D;20220118;000000;234.7000000
SBER;D;20220119;000000;244.8600000
SBER;D;20220120;000000;254.6100000
SBER;D;20220121;000000;246.9000000
SBER;D;20220124;000000;236.9700000
SBER;D;20220125;000000;239.5900000
SBER;D;20220126;000000;236.9000000
SBER;D;20220127;000000;254.2900000
SBER;D;20220128;000000;257.8200000
SBER;D;20220131;000000;269.4200000
SBER;D;20220201;000000;264.7000000
SBER;D;20220202;000000;261.0000000
SBER;D;20220203;000000;250.7900000
SBER;D;20220204;000000;256.5300000
SBER;D;20220207;000000;257.6100000
SBER;D;20220208;000000;269.8000000
SBER;D;20220209;000000;279.0900000
SBER;D;20220210;000000;275.2000000
SBER;D;20220211;000000;260.8300000
SBER;D;20220214;000000;256.7000000
SBER;D;20220215;000000;274.0000000
SBER;D;20220216;000000;277.7800000
SBER;D;20220217;000000;260.5800000
SBER;D;20220218;000000;250.2800000
SBER;D;20220221;000000;201.0000000
SBER;D;20220222;000000;208.5300000
SBER;D;20220224;000000;132.1800000
SBER;D;20220225;000000;131.1200000
SBER;D;20220324;000000;136.2400000
SBER;D;20220325;000000;131.5000000
SBER;D;20220328;000000;125.0000000
SBER;D;20220329;000000;128.7700000
SBER;D;20220330;000000;134.6000000
SBER;D;20220331;000000;143.6900000
SBER;D;20220401;000000;154.5000000
SBER;D;20220404;000000;166.0000000
SBER;D;20220405;000000;154.1000000
SBER;D;20220406;000000;141.6000000
SBER;D;20220407;000000;147.5000000
SBER;D;20220408;000000;143.7200000
SBER;D;20220411;000000;138.6900000
SBER;D;20220412;000000;135.3800000
SBER;D;20220413;000000;135.5000000
SBER;D;20220414;000000;129.0500000
SBER;D;20220415;000000;130.8800000
SBER;D;20220418;000000;123.8500000
SBER;D;20220419;000000;120.3000000
SBER;D;20220420;000000;121.5000000
SBER;D;20220421;000000;118.6500000
SBER;D;20220422;000000;116.9700000
SBER;D;20220425;000000;111.9000000
SBER;D;20220426;000000;122.3600000
SBER;D;20220427;000000;131.1100000
SBER;D;20220428;000000;123.8500000
SBER;D;20220429;000000;128.8000000
SBER;D;20220504;000000;123.2000000
SBER;D;20220505;000000;124.8000000
SBER;D;20220506;000000;123.1000000
SBER;D;20220511;000000;123.3400000
SBER;D;20220512;000000;119.1500000
SBER;D;20220513;000000;120.2000000
SBER;D;20220516;000000;123.4100000
SBER;D;20220517;000000;127.7500000
SBER;D;20220518;000000;125.1200000
SBER;D;20220519;000000;125.6000000
SBER;D;20220520;000000;122.2000000
SBER;D;20220523;000000;119.4600000
SBER;D;20220524;000000;123.6000000
SBER;D;20220525;000000;124.1500000
SBER;D;20220526;000000;123.0000000
SBER;D;20220527;000000;121.2200000
SBER;D;20220530;000000;120.6700000
SBER;D;20220531;000000;118.3000000
SBER;D;20220601;000000;121.9700000
SBER;D;20220602;000000;119.0000000
SBER;D;20220603;000000;119.2100000
SBER;D;20220606;000000;118.7800000
SBER;D;20220607;000000;118.3200000
SBER;D;20220608;000000;119.9000000
SBER;D;20220609;000000;118.2000000
SBER;D;20220610;000000;118.0700000
SBER;D;20220614;000000;118.9800000
SBER;D;20220615;000000;121.1400000
SBER;D;20220616;000000;123.7300000
SBER;D;20220617;000000;123.8800000
SBER;D;20220620;000000;131.2900000
SBER;D;20220621;000000;129.1000000
SBER;D;20220622;000000;133.1100000
SBER;D;20220623;000000;136.8500000
SBER;D;20220624;000000;137.7600000
SBER;D;20220627;000000;141.1500000
SBER;D;20220628;000000;139.9900000
SBER;D;20220629;000000;132.8000000
SBER;D;20220630;000000;125.2000000
SBER;D;20220701;000000;129.9100000
SBER;D;20220704;000000;131.4300000
SBER;D;20220705;000000;133.5000000
SBER;D;20220706;000000;134.0000000
SBER;D;20220707;000000;133.0900000
SBER;D;20220708;000000;133.3000000
SBER;D;20220711;000000;126.8000000
SBER;D;20220712;000000;129.0000000
SBER;D;20220713;000000;126.0000000
SBER;D;20220714;000000;125.9000000
SBER;D;20220715;000000;128.9000000
SBER;D;20220718;000000;128.1100000
SBER;D;20220719;000000;127.7600000
SBER;D;20220720;000000;126.4400000
SBER;D;20220721;000000;125.4800000
SBER;D;20220722;000000;128.8200000
SBER;D;20220725;000000;131.4500000
SBER;D;20220726;000000;132.9000000
SBER;D;20220727;000000;132.5000000
SBER;D;20220728;000000;131.7200000
SBER;D;20220729;000000;131.9000000
SBER;D;20220801;000000;127.3400000
SBER;D;20220802;000000;127.5300000
SBER;D;20220803;000000;126.8500000
SBER;D;20220804;000000;126.9500000
SBER;D;20220805;000000;122.4000000
SBER;D;20220808;000000;123.8100000
SBER;D;20220809;000000;126.4000000
SBER;D;20220810;000000;126.2000000
SBER;D;20220811;000000;123.4500000
SBER;D;20220812;000000;124.8800000
SBER;D;20220815;000000;125.0000000
SBER;D;20220816;000000;126.3900000
SBER;D;20220817;000000;124.5000000
SBER;D;20220818;000000;126.3000000
SBER;D;20220819;000000;125.2000000
SBER;D;20220822;000000;126.0600000
SBER;D;20220823;000000;130.3800000
SBER;D;20220824;000000;128.1500000
SBER;D;20220825;000000;128.1800000
SBER;D;20220826;000000;130.4000000
SBER;D;20220829;000000;131.1700000
SBER;D;20220830;000000;130.0500000
SBER;D;20220831;000000;134.2500000
SBER;D;20220901;000000;138.2000000
SBER;D;20220902;000000;143.8000000
SBER;D;20220905;000000;141.0000000
SBER;D;20220906;000000;137.2300000
SBER;D;20220907;000000;136.8600000
SBER;D;20220908;000000;134.5100000
SBER;D;20220909;000000;138.1500000
SBER;D;20220912;000000;138.7000000
SBER;D;20220913;000000;137.0000000
SBER;D;20220914;000000;138.9000000
SBER;D;20220915;000000;139.4800000
SBER;D;20220916;000000;137.7300000
SBER;D;20220919;000000;138.0400000
SBER;D;20220920;000000;125.1000000
SBER;D;20220921;000000;120.2300000
SBER;D;20220922;000000;124.3100000
SBER;D;20220923;000000;119.3900000
SBER;D;20220926;000000;107.0600000
SBER;D;20220927;000000;112.9200000
SBER;D;20220928;000000;111.0600000
SBER;D;20220929;000000;110.4100000
SBER;D;20220930;000000;110.2100000
SBER;D;20221003;000000;114.3500000
SBER;D;20221004;000000;110.5500000
SBER;D;20221005;000000;108.5100000
SBER;D;20221006;000000;108.2400000
SBER;D;20221007;000000;101.5000000
SBER;D;20221010;000000;106.7100000
SBER;D;20221011;000000;107.7200000
SBER;D;20221012;000000;105.9000000
SBER;D;20221013;000000;106.5000000
SBER;D;20221014;000000;107.7800000
SBER;D;20221017;000000;112.4400000
SBER;D;20221018;000000;110.8800000
